"Notes","Year","Year Code","Race","Race Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"2015","2015","White","2106-3","Male","M","25-29 years","25-29",679,550272,123.4
,"2015","2015","White","2106-3","Male","M","30-34 years","30-34",691,522082,132.4
,"2015","2015","White","2106-3","Male","M","35-39 years","35-39",835,468134,178.4
,"2015","2015","White","2106-3","Male","M","40-44 years","40-44",1058,462289,228.9
,"2015","2015","White","2106-3","Male","M","45-49 years","45-49",1847,522968,353.2
,"2015","2015","White","2106-3","Male","M","50-54 years","50-54",3190,604522,527.7
,"2015","2015","White","2106-3","Male","M","55-59 years","55-59",5122,624700,819.9
,"2015","2015","White","2106-3","Male","M","60-64 years ","60-64",6562,558030,1175.9
,"2015","2015","White","2106-3","Male","M","65-69 years","65-69",7920,484895,1633.3
,"2015","2015","White","2106-3","Male","M","70-74 years","70-74",8362,341360,2449.6
,"2015","2015","White","2106-3","Male","M","75-79 years","75-79",9017,232821,3872.9
,"2015","2015","White","2106-3","Male","M","80-84 years","80-84",10956,164460,6661.8
,"2015","2015","White","2106-3","Male","M","85-89 years","85-89",11987,Not Applicable,Not Applicable
,"2015","2015","White","2106-3","Male","M","90-94 years","90-94",9469,Not Applicable,Not Applicable
,"2015","2015","White","2106-3","Male","M","95-99 years","95-99",3187,Not Applicable,Not Applicable
,"2015","2015","White","2106-3","Male","M","100+ years","100+",482,Not Applicable,Not Applicable
,"2015","2015","White","2106-3","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Female","F","< 1 year","1",122,15668,778.7
,"2016","2016","Black or African American","2054-5","Female","F","1-4 years","1-4",26,60604,42.9
,"2016","2016","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,76763,Suppressed
,"2016","2016","Black or African American","2054-5","Female","F","10-14 years","10-14",13,75684,Unreliable
,"2016","2016","Black or African American","2054-5","Female","F","15-19 years","15-19",32,82840,38.6
,"2016","2016","Black or African American","2054-5","Female","F","20-24 years","20-24",53,92975,57.0
,"2016","2016","Black or African American","2054-5","Female","F","25-29 years","25-29",78,100666,77.5
,"2016","2016","Black or African American","2054-5","Female","F","30-34 years","30-34",110,83489,131.8
,"2016","2016","Black or African American","2054-5","Female","F","35-39 years","35-39",116,77669,149.4
,"2016","2016","Black or African American","2054-5","Female","F","40-44 years","40-44",193,71897,268.4
,"2016","2016","Black or African American","2054-5","Female","F","45-49 years","45-49",302,80504,375.1
,"2016","2016","Black or African American","2054-5","Female","F","50-54 years","50-54",489,86757,563.6
,"2016","2016","Black or African American","2054-5","Female","F","55-59 years","55-59",782,85530,914.3
,"2016","2016","Black or African American","2054-5","Female","F","60-64 years ","60-64",878,69686,1259.9
,"2016","2016","Black or African American","2054-5","Female","F","65-69 years","65-69",985,56918,1730.6
,"2016","2016","Black or African American","2054-5","Female","F","70-74 years","70-74",868,38709,2242.4
,"2016","2016","Black or African American","2054-5","Female","F","75-79 years","75-79",1002,29170,3435.0
,"2016","2016","Black or African American","2054-5","Female","F","80-84 years","80-84",1045,20224,5167.1
,"2016","2016","Black or African American","2054-5","Female","F","85-89 years","85-89",1064,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Female","F","90-94 years","90-94",874,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Female","F","95-99 years","95-99",437,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Female","F","100+ years","100+",133,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Male","M","< 1 year","1",133,16491,806.5
,"2016","2016","Black or African American","2054-5","Male","M","1-4 years","1-4",20,62836,31.8
,"2016","2016","Black or African American","2054-5","Male","M","5-9 years","5-9",14,79543,Unreliable
,"2016","2016","Black or African American","2054-5","Male","M","10-14 years","10-14",13,79344,Unreliable
,"2016","2016","Black or African American","2054-5","Male","M","15-19 years","15-19",90,87565,102.8
,"2016","2016","Black or African American","2054-5","Male","M","20-24 years","20-24",218,104443,208.7
,"2016","2016","Black or African American","2054-5","Male","M","25-29 years","25-29",243,108461,224.0
,"2016","2016","Black or African American","2054-5","Male","M","30-34 years","30-34",240,88126,272.3
,"2016","2016","Black or African American","2054-5","Male","M","35-39 years","35-39",237,79057,299.8
,"2016","2016","Black or African American","2054-5","Male","M","40-44 years","40-44",275,71888,382.5
,"2016","2016","Black or African American","2054-5","Male","M","45-49 years","45-49",436,80074,544.5
,"2016","2016","Black or African American","2054-5","Male","M","50-54 years","50-54",660,84141,784.4
,"2016","2016","Black or African American","2054-5","Male","M","55-59 years","55-59",1024,81300,1259.5
,"2016","2016","Black or African American","2054-5","Male","M","60-64 years ","60-64",1295,62591,2069.0
,"2016","2016","Black or African American","2054-5","Male","M","65-69 years","65-69",1238,46654,2653.6
,"2016","2016","Black or African American","2054-5","Male","M","70-74 years","70-74",1056,29336,3599.7
,"2016","2016","Black or African American","2054-5","Male","M","75-79 years","75-79",1063,21159,5023.9
,"2016","2016","Black or African American","2054-5","Male","M","80-84 years","80-84",1020,13651,7472.0
,"2016","2016","Black or African American","2054-5","Male","M","85-89 years","85-89",760,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Male","M","90-94 years","90-94",441,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Male","M","95-99 years","95-99",171,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Male","M","100+ years","100+",29,Not Applicable,Not Applicable
,"2016","2016","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Female","F","< 1 year","1",214,70677,302.8
,"2016","2016","White","2106-3","Female","F","1-4 years","1-4",54,276469,19.5
,"2016","2016","White","2106-3","Female","F","5-9 years","5-9",31,340751,9.1
,"2016","2016","White","2106-3","Female","F","10-14 years","10-14",39,351824,11.1
,"2016","2016","White","2106-3","Female","F","15-19 years","15-19",83,371459,22.3
,"2016","2016","White","2106-3","Female","F","20-24 years","20-24",152,416039,36.5
,"2016","2016","White","2106-3","Female","F","25-29 years","25-29",241,514680,46.8
,"2016","2016","White","2106-3","Female","F","30-34 years","30-34",354,486879,72.7
,"2016","2016","White","2106-3","Female","F","35-39 years","35-39",419,447138,93.7
,"2016","2016","White","2106-3","Female","F","40-44 years","40-44",562,416909,134.8
,"2016","2016","White","2106-3","Female","F","45-49 years","45-49",1119,499907,223.8
,"2016","2016","White","2106-3","Female","F","50-54 years","50-54",1894,564591,335.5
,"2016","2016","White","2106-3","Female","F","55-59 years","55-59",3067,619077,495.4
,"2016","2016","White","2106-3","Female","F","60-64 years ","60-64",4131,583899,707.5
,"2016","2016","White","2106-3","Female","F","65-69 years","65-69",5578,535706,1041.2
,"2016","2016","White","2106-3","Female","F","70-74 years","70-74",6607,394900,1673.1
,"2016","2016","White","2106-3","Female","F","75-79 years","75-79",7939,284912,2786.5
,"2016","2016","White","2106-3","Female","F","80-84 years","80-84",10430,213197,4892.2
,"2016","2016","White","2106-3","Female","F","85-89 years","85-89",14056,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Female","F","90-94 years","90-94",14787,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Female","F","95-99 years","95-99",7424,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Female","F","100+ years","100+",1756,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Male","M","< 1 year","1",315,74073,425.3
,"2016","2016","White","2106-3","Male","M","1-4 years","1-4",65,290891,22.3
,"2016","2016","White","2106-3","Male","M","5-9 years","5-9",34,359017,9.5
,"2016","2016","White","2106-3","Male","M","10-14 years","10-14",43,370330,11.6
,"2016","2016","White","2106-3","Male","M","15-19 years","15-19",209,394080,53.0
,"2016","2016","White","2106-3","Male","M","20-24 years","20-24",516,463658,111.3
,"2016","2016","White","2106-3","Male","M","25-29 years","25-29",712,554048,128.5
,"2016","2016","White","2106-3","Male","M","30-34 years","30-34",731,525747,139.0
,"2016","2016","White","2106-3","Male","M","35-39 years","35-39",828,479749,172.6
,"2016","2016","White","2106-3","Male","M","40-44 years","40-44",958,442639,216.4
,"2016","2016","White","2106-3","Male","M","45-49 years","45-49",1700,518262,328.0
,"2016","2016","White","2106-3","Male","M","50-54 years","50-54",3172,575926,550.8
,"2016","2016","White","2106-3","Male","M","55-59 years","55-59",4997,622476,802.8
,"2016","2016","White","2106-3","Male","M","60-64 years ","60-64",6863,563107,1218.8
,"2016","2016","White","2106-3","Male","M","65-69 years","65-69",8051,498646,1614.6
,"2016","2016","White","2106-3","Male","M","70-74 years","70-74",8514,352447,2415.7
,"2016","2016","White","2106-3","Male","M","75-79 years","75-79",9362,239457,3909.7
,"2016","2016","White","2106-3","Male","M","80-84 years","80-84",10674,164534,6487.4
,"2016","2016","White","2106-3","Male","M","85-89 years","85-89",11706,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Male","M","90-94 years","90-94",9273,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Male","M","95-99 years","95-99",3474,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Male","M","100+ years","100+",489,Not Applicable,Not Applicable
,"2016","2016","White","2106-3","Male","M","Not Stated","NS",12,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Female","F","< 1 year","1",103,15191,678.0
,"2017","2017","Black or African American","2054-5","Female","F","1-4 years","1-4",17,59467,Unreliable
,"2017","2017","Black or African American","2054-5","Female","F","5-9 years","5-9",13,76280,Unreliable
,"2017","2017","Black or African American","2054-5","Female","F","10-14 years","10-14",10,75345,Unreliable
,"2017","2017","Black or African American","2054-5","Female","F","15-19 years","15-19",24,81156,29.6
,"2017","2017","Black or African American","2054-5","Female","F","20-24 years","20-24",53,90143,58.8
,"2017","2017","Black or African American","2054-5","Female","F","25-29 years","25-29",82,103047,79.6
,"2017","2017","Black or African American","2054-5","Female","F","30-34 years","30-34",90,85160,105.7
,"2017","2017","Black or African American","2054-5","Female","F","35-39 years","35-39",129,79008,163.3
,"2017","2017","Black or African American","2054-5","Female","F","40-44 years","40-44",178,71533,248.8
,"2017","2017","Black or African American","2054-5","Female","F","45-49 years","45-49",293,78908,371.3
,"2017","2017","Black or African American","2054-5","Female","F","50-54 years","50-54",479,84307,568.2
,"2017","2017","Black or African American","2054-5","Female","F","55-59 years","55-59",711,86141,825.4
,"2017","2017","Black or African American","2054-5","Female","F","60-64 years ","60-64",904,72359,1249.3
,"2017","2017","Black or African American","2054-5","Female","F","65-69 years","65-69",1007,57610,1748.0
,"2017","2017","Black or African American","2054-5","Female","F","70-74 years","70-74",903,40497,2229.8
,"2017","2017","Black or African American","2054-5","Female","F","75-79 years","75-79",1030,29861,3449.3
,"2017","2017","Black or African American","2054-5","Female","F","80-84 years","80-84",1110,20771,5344.0
,"2017","2017","Black or African American","2054-5","Female","F","85-89 years","85-89",1053,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Female","F","90-94 years","90-94",915,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Female","F","95-99 years","95-99",523,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Female","F","100+ years","100+",172,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Male","M","< 1 year","1",119,15868,749.9
,"2017","2017","Black or African American","2054-5","Male","M","1-4 years","1-4",27,62056,43.5
,"2017","2017","Black or African American","2054-5","Male","M","5-9 years","5-9",15,79026,Unreliable
,"2017","2017","Black or African American","2054-5","Male","M","10-14 years","10-14",22,79344,27.7
,"2017","2017","Black or African American","2054-5","Male","M","15-19 years","15-19",93,85555,108.7
,"2017","2017","Black or African American","2054-5","Male","M","20-24 years","20-24",190,101209,187.7
,"2017","2017","Black or African American","2054-5","Male","M","25-29 years","25-29",191,112917,169.2
,"2017","2017","Black or African American","2054-5","Male","M","30-34 years","30-34",217,91411,237.4
,"2017","2017","Black or African American","2054-5","Male","M","35-39 years","35-39",265,81583,324.8
,"2017","2017","Black or African American","2054-5","Male","M","40-44 years","40-44",252,72007,350.0
,"2017","2017","Black or African American","2054-5","Male","M","45-49 years","45-49",466,78894,590.7
,"2017","2017","Black or African American","2054-5","Male","M","50-54 years","50-54",652,81894,796.2
,"2017","2017","Black or African American","2054-5","Male","M","55-59 years","55-59",977,81825,1194.0
,"2017","2017","Black or African American","2054-5","Male","M","60-64 years ","60-64",1273,65320,1948.9
,"2017","2017","Black or African American","2054-5","Male","M","65-69 years","65-69",1380,47130,2928.1
,"2017","2017","Black or African American","2054-5","Male","M","70-74 years","70-74",1182,30840,3832.7
,"2017","2017","Black or African American","2054-5","Male","M","75-79 years","75-79",1090,21154,5152.7
,"2017","2017","Black or African American","2054-5","Male","M","80-84 years","80-84",1050,14084,7455.3
,"2017","2017","Black or African American","2054-5","Male","M","85-89 years","85-89",749,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Male","M","90-94 years","90-94",472,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Male","M","95-99 years","95-99",160,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Male","M","100+ years","100+",28,Not Applicable,Not Applicable
,"2017","2017","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Female","F","< 1 year","1",181,69018,262.3
,"2017","2017","White","2106-3","Female","F","1-4 years","1-4",38,276655,13.7
,"2017","2017","White","2106-3","Female","F","5-9 years","5-9",26,337407,7.7
,"2017","2017","White","2106-3","Female","F","10-14 years","10-14",38,348419,10.9
,"2017","2017","White","2106-3","Female","F","15-19 years","15-19",61,364046,16.8
,"2017","2017","White","2106-3","Female","F","20-24 years","20-24",160,402717,39.7
,"2017","2017","White","2106-3","Female","F","25-29 years","25-29",243,509333,47.7
,"2017","2017","White","2106-3","Female","F","30-34 years","30-34",321,489530,65.6
,"2017","2017","White","2106-3","Female","F","35-39 years","35-39",453,454753,99.6
,"2017","2017","White","2106-3","Female","F","40-44 years","40-44",581,410450,141.6
,"2017","2017","White","2106-3","Female","F","45-49 years","45-49",1039,485172,214.2
,"2017","2017","White","2106-3","Female","F","50-54 years","50-54",1760,538832,326.6
,"2017","2017","White","2106-3","Female","F","55-59 years","55-59",3041,608847,499.5
,"2017","2017","White","2106-3","Female","F","60-64 years ","60-64",4219,588348,717.1
,"2017","2017","White","2106-3","Female","F","65-69 years","65-69",5446,521747,1043.8
,"2017","2017","White","2106-3","Female","F","70-74 years","70-74",6981,426646,1636.3
,"2017","2017","White","2106-3","Female","F","75-79 years","75-79",8043,292951,2745.5
,"2017","2017","White","2106-3","Female","F","80-84 years","80-84",10583,213131,4965.5
,"2017","2017","White","2106-3","Female","F","85-89 years","85-89",13717,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Female","F","90-94 years","90-94",15000,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Female","F","95-99 years","95-99",7961,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Female","F","100+ years","100+",1848,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Male","M","< 1 year","1",255,72519,351.6
,"2017","2017","White","2106-3","Male","M","1-4 years","1-4",61,291353,20.9
,"2017","2017","White","2106-3","Male","M","5-9 years","5-9",27,354799,7.6
,"2017","2017","White","2106-3","Male","M","10-14 years","10-14",56,366654,15.3
,"2017","2017","White","2106-3","Male","M","15-19 years","15-19",190,385714,49.3
,"2017","2017","White","2106-3","Male","M","20-24 years","20-24",491,445513,110.2
,"2017","2017","White","2106-3","Male","M","25-29 years","25-29",713,550941,129.4
,"2017","2017","White","2106-3","Male","M","30-34 years","30-34",727,530742,137.0
,"2017","2017","White","2106-3","Male","M","35-39 years","35-39",832,490770,169.5
,"2017","2017","White","2106-3","Male","M","40-44 years","40-44",969,437920,221.3
,"2017","2017","White","2106-3","Male","M","45-49 years","45-49",1652,505471,326.8
,"2017","2017","White","2106-3","Male","M","50-54 years","50-54",2836,551175,514.5
,"2017","2017","White","2106-3","Male","M","55-59 years","55-59",5000,612682,816.1
,"2017","2017","White","2106-3","Male","M","60-64 years ","60-64",6604,570222,1158.1
,"2017","2017","White","2106-3","Male","M","65-69 years","65-69",8118,485737,1671.3
,"2017","2017","White","2106-3","Male","M","70-74 years","70-74",9231,382383,2414.1
,"2017","2017","White","2106-3","Male","M","75-79 years","75-79",9539,247426,3855.3
,"2017","2017","White","2106-3","Male","M","80-84 years","80-84",10633,164888,6448.6
,"2017","2017","White","2106-3","Male","M","85-89 years","85-89",12122,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Male","M","90-94 years","90-94",9190,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Male","M","95-99 years","95-99",3704,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Male","M","100+ years","100+",526,Not Applicable,Not Applicable
,"2017","2017","White","2106-3","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Female","F","< 1 year","1",89,14823,600.4
,"2018","2018","Black or African American","2054-5","Female","F","1-4 years","1-4",15,58449,Unreliable
,"2018","2018","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,75658,Suppressed
,"2018","2018","Black or African American","2054-5","Female","F","10-14 years","10-14",12,75506,Unreliable
,"2018","2018","Black or African American","2054-5","Female","F","15-19 years","15-19",29,78936,36.7
,"2018","2018","Black or African American","2054-5","Female","F","20-24 years","20-24",51,87903,58.0
,"2018","2018","Black or African American","2054-5","Female","F","25-29 years","25-29",97,103740,93.5
,"2018","2018","Black or African American","2054-5","Female","F","30-34 years","30-34",111,87990,126.2
,"2018","2018","Black or African American","2054-5","Female","F","35-39 years","35-39",170,79691,213.3
,"2018","2018","Black or African American","2054-5","Female","F","40-44 years","40-44",188,72146,260.6
,"2018","2018","Black or African American","2054-5","Female","F","45-49 years","45-49",277,76605,361.6
,"2018","2018","Black or African American","2054-5","Female","F","50-54 years","50-54",461,81385,566.4
,"2018","2018","Black or African American","2054-5","Female","F","55-59 years","55-59",713,85821,830.8
,"2018","2018","Black or African American","2054-5","Female","F","60-64 years ","60-64",930,74266,1252.3
,"2018","2018","Black or African American","2054-5","Female","F","65-69 years","65-69",1022,58591,1744.3
,"2018","2018","Black or African American","2054-5","Female","F","70-74 years","70-74",969,42558,2276.9
,"2018","2018","Black or African American","2054-5","Female","F","75-79 years","75-79",1076,31071,3463.0
,"2018","2018","Black or African American","2054-5","Female","F","80-84 years","80-84",1147,21467,5343.1
,"2018","2018","Black or African American","2054-5","Female","F","85-89 years","85-89",1060,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Female","F","90-94 years","90-94",861,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Female","F","95-99 years","95-99",456,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Female","F","100+ years","100+",167,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Male","M","< 1 year","1",130,15497,838.9
,"2018","2018","Black or African American","2054-5","Male","M","1-4 years","1-4",26,61068,42.6
,"2018","2018","Black or African American","2054-5","Male","M","5-9 years","5-9",10,78405,Unreliable
,"2018","2018","Black or African American","2054-5","Male","M","10-14 years","10-14",18,79161,Unreliable
,"2018","2018","Black or African American","2054-5","Male","M","15-19 years","15-19",78,83541,93.4
,"2018","2018","Black or African American","2054-5","Male","M","20-24 years","20-24",185,98039,188.7
,"2018","2018","Black or African American","2054-5","Male","M","25-29 years","25-29",220,115635,190.3
,"2018","2018","Black or African American","2054-5","Male","M","30-34 years","30-34",221,95533,231.3
,"2018","2018","Black or African American","2054-5","Male","M","35-39 years","35-39",246,83824,293.5
,"2018","2018","Black or African American","2054-5","Male","M","40-44 years","40-44",303,72821,416.1
,"2018","2018","Black or African American","2054-5","Male","M","45-49 years","45-49",405,76741,527.7
,"2018","2018","Black or African American","2054-5","Male","M","50-54 years","50-54",641,79756,803.7
,"2018","2018","Black or African American","2054-5","Male","M","55-59 years","55-59",1043,81382,1281.6
,"2018","2018","Black or African American","2054-5","Male","M","60-64 years ","60-64",1363,67352,2023.7
,"2018","2018","Black or African American","2054-5","Male","M","65-69 years","65-69",1386,48276,2871.0
,"2018","2018","Black or African American","2054-5","Male","M","70-74 years","70-74",1218,32472,3750.9
,"2018","2018","Black or African American","2054-5","Male","M","75-79 years","75-79",1090,21871,4983.8
,"2018","2018","Black or African American","2054-5","Male","M","80-84 years","80-84",1136,14432,7871.4
,"2018","2018","Black or African American","2054-5","Male","M","85-89 years","85-89",803,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Male","M","90-94 years","90-94",474,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Male","M","95-99 years","95-99",175,Not Applicable,Not Applicable
,"2018","2018","Black or African American","2054-5","Male","M","100+ years","100+",29,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Female","F","< 1 year","1",213,67344,316.3
,"2018","2018","White","2106-3","Female","F","1-4 years","1-4",35,274134,12.8
,"2018","2018","White","2106-3","Female","F","5-9 years","5-9",18,335420,Unreliable
,"2018","2018","White","2106-3","Female","F","10-14 years","10-14",36,343040,10.5
,"2018","2018","White","2106-3","Female","F","15-19 years","15-19",93,358397,25.9
,"2018","2018","White","2106-3","Female","F","20-24 years","20-24",189,392395,48.2
,"2018","2018","White","2106-3","Female","F","25-29 years","25-29",231,496798,46.5
,"2018","2018","White","2106-3","Female","F","30-34 years","30-34",349,491190,71.1
,"2018","2018","White","2106-3","Female","F","35-39 years","35-39",477,462859,103.1
,"2018","2018","White","2106-3","Female","F","40-44 years","40-44",511,409655,124.7
,"2018","2018","White","2106-3","Female","F","45-49 years","45-49",1021,465146,219.5
,"2018","2018","White","2106-3","Female","F","50-54 years","50-54",1627,511886,317.8
,"2018","2018","White","2106-3","Female","F","55-59 years","55-59",2824,594150,475.3
,"2018","2018","White","2106-3","Female","F","60-64 years ","60-64",4016,585198,686.3
,"2018","2018","White","2106-3","Female","F","65-69 years","65-69",5258,522177,1006.9
,"2018","2018","White","2106-3","Female","F","70-74 years","70-74",6960,439672,1583.0
,"2018","2018","White","2106-3","Female","F","75-79 years","75-79",8237,310321,2654.3
,"2018","2018","White","2106-3","Female","F","80-84 years","80-84",10382,216506,4795.2
,"2018","2018","White","2106-3","Female","F","85-89 years","85-89",13178,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Female","F","90-94 years","90-94",14146,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Female","F","95-99 years","95-99",7986,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Female","F","100+ years","100+",1936,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Male","M","< 1 year","1",260,70771,367.4
,"2018","2018","White","2106-3","Male","M","1-4 years","1-4",60,288931,20.8
,"2018","2018","White","2106-3","Male","M","5-9 years","5-9",27,352605,7.7
,"2018","2018","White","2106-3","Male","M","10-14 years","10-14",44,361950,12.2
,"2018","2018","White","2106-3","Male","M","15-19 years","15-19",193,379763,50.8
,"2018","2018","White","2106-3","Male","M","20-24 years","20-24",408,432198,94.4
,"2018","2018","White","2106-3","Male","M","25-29 years","25-29",665,540897,122.9
,"2018","2018","White","2106-3","Male","M","30-34 years","30-34",779,532482,146.3
,"2018","2018","White","2106-3","Male","M","35-39 years","35-39",906,499971,181.2
,"2018","2018","White","2106-3","Male","M","40-44 years","40-44",943,437831,215.4
,"2018","2018","White","2106-3","Male","M","45-49 years","45-49",1593,487237,326.9
,"2018","2018","White","2106-3","Male","M","50-54 years","50-54",2665,525054,507.6
,"2018","2018","White","2106-3","Male","M","55-59 years","55-59",4806,598217,803.4
,"2018","2018","White","2106-3","Male","M","60-64 years ","60-64",6664,570500,1168.1
,"2018","2018","White","2106-3","Male","M","65-69 years","65-69",8093,485618,1666.5
,"2018","2018","White","2106-3","Male","M","70-74 years","70-74",9373,395269,2371.3
,"2018","2018","White","2106-3","Male","M","75-79 years","75-79",9919,262493,3778.8
,"2018","2018","White","2106-3","Male","M","80-84 years","80-84",10825,168792,6413.2
,"2018","2018","White","2106-3","Male","M","85-89 years","85-89",11830,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Male","M","90-94 years","90-94",8909,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Male","M","95-99 years","95-99",3791,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Male","M","100+ years","100+",531,Not Applicable,Not Applicable
,"2018","2018","White","2106-3","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Black or African American","2054-5","Female","F","< 1 year","1",112,14613,766.4
,"2019","2019","Black or African American","2054-5","Female","F","1-4 years","1-4",Suppressed,56421,Suppressed
,"2019","2019","Black or African American","2054-5","Female","F","5-9 years","5-9",15,75085,Unreliable
,"2019","2019","Black or African American","2054-5","Female","F","10-14 years","10-14",Suppressed,75268,Suppressed
,"2019","2019","Black or African American","2054-5","Female","F","15-19 years","15-19",33,77282,42.7
,"2019","2019","Black or African American","2054-5","Female","F","20-24 years","20-24",66,85365,77.3
,"2019","2019","Black or African American","2054-5","Female","F","25-29 years","25-29",71,103245,68.8
,"2019","2019","Black or African American","2054-5","Female","F","30-34 years","30-34",117,91901,127.3
,"2019","2019","Black or African American","2054-5","Female","F","35-39 years","35-39",144,80094,179.8
,"2019","2019","Black or African American","2054-5","Female","F","40-44 years","40-44",200,72915,274.3
,"2019","2019","Black or African American","2054-5","Female","F","45-49 years","45-49",273,74227,367.8
,"2019","2019","Black or African American","2054-5","Female","F","50-54 years","50-54",421,78946,533.3
,"2019","2019","Black or African American","2054-5","Female","F","55-59 years","55-59",665,85151,781.0
,"2019","2019","Black or African American","2054-5","Female","F","60-64 years ","60-64",959,76068,1260.7
,"2019","2019","Black or African American","2054-5","Female","F","65-69 years","65-69",1022,59757,1710.3
,"2019","2019","Black or African American","2054-5","Female","F","70-74 years","70-74",968,44722,2164.5
,"2019","2019","Black or African American","2054-5","Female","F","75-79 years","75-79",1030,32125,3206.2
,"2019","2019","Black or African American","2054-5","Female","F","80-84 years","80-84",1156,22321,5179.0
,"2019","2019","Black or African American","2054-5","Female","F","85-89 years","85-89",1077,Not Applicable,Not Applicable
,"2019","2019","Black or African American","2054-5","Female","F","90-94 years","90-94",866,Not Applicable,Not Applicable
,"2019","2019","Black or African American","2054-5","Female","F","95-99 years","95-99",465,Not Applicable,Not Applicable
,"2019","2019","Black or African American","2054-5","Female","F","100+ years","100+",148,Not Applicable,Not Applicable
,"2019","2019","Black or African American","2054-5","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Black or African American","2054-5","Male","M","< 1 year","1",125,15290,817.5
,"2019","2019","Black or African American","2054-5","Male","M","1-4 years","1-4",21,59342,35.4
,"2019","2019","Black or African American","2054-5","Male","M","5-9 years","5-9",14,77982,Unreliable
,"2019","2019","Black or African American","2054-5","Male","M","10-14 years","10-14",13,78475,Unreliable
,"2019","2019","Black or African American","2054-5","Male","M","15-19 years","15-19",92,81902,112.3
,"2019","2019","Black or African American","2054-5","Male","M","20-24 years","20-24",171,94928,180.1
,"2019","2019","Black or African American","2054-5","Male","M","25-29 years","25-29",255,116735,218.4
,"2019","2019","Black or African American","2054-5","Male","M","30-34 years","30-34",255,101039,252.4
,"2019","2019","Black or African American","2054-5","Male","M","35-39 years","35-39",285,85518,333.3
,"2019","2019","Black or African American","2054-5","Male","M","40-44 years","40-44",309,74395,415.4
,"2019","2019","Black or African American","2054-5","Male","M","45-49 years","45-49",409,74467,549.2
